"time","eurhuf","usdhuf","kinfodummy","napi_google","heti_google"
2021-12-23,369.997009277344,327.553985595703,0,2,7
2021-12-24,371.423004150391,327.579986572266,0,3,7
2021-12-27,371.420013427734,328.160003662109,0,0,2
2021-12-28,370.139007568359,327.503997802734,0,0,2
2021-12-29,370.622985839844,327.889007568359,0,2,2
2021-12-30,370.485992431641,327.674011230469,0,0,2
2021-12-31,369.773986816406,326.863006591797,0,0,2
2022-01-03,369.697998046875,326.095001220703,0,0,1
2022-01-04,366.822998046875,324.959991455078,0,7,1
2022-01-05,362.938995361328,321.601989746094,0,0,1
2022-01-06,363.402008056641,321.820007324219,0,0,1
2022-01-07,360.141998291016,318.898986816406,0,7,1
2022-01-10,359.523010253906,318.475006103516,0,15,9
2022-01-11,358.747009277344,316.589996337891,0,0,9
2022-01-12,357.115997314453,314.459991455078,0,0,9
2022-01-13,356.061004638672,310.584991455078,1,47,9
2022-01-14,357.140014648438,312.238006591797,0,15,9
2022-01-17,356.579986572266,312.779998779297,0,4,3
2022-01-18,358.035003662109,315.825012207031,0,0,3
2022-01-19,358.223999023438,316.157012939453,0,9,3
2022-01-20,357.026000976562,314.723999023438,0,14,3
2022-01-21,358.941986083984,316.315002441406,0,0,3
2022-01-24,361.567993164062,319.5830078125,0,0,2
2022-01-25,361.640991210938,320.029998779297,0,0,2
2022-01-26,360.066986083984,319.234008789062,0,16,2
2022-01-27,361.005004882812,322.467010498047,0,10,2
2022-01-28,359.153991699219,322.515991210938,0,14,2
2022-01-31,358.432006835938,321.779998779297,0,0,7
2022-02-01,356.347991943359,316.570007324219,0,0,7
2022-02-02,355.85400390625,315.605010986328,0,5,7
2022-02-03,354.841003417969,314.359985351562,1,50,7
2022-02-04,355.256011962891,310.239990234375,0,0,7
2022-02-07,354.342010498047,310.149993896484,0,0,2
2022-02-08,354.295013427734,310.591003417969,0,8,2
2022-02-09,353.493011474609,309.934997558594,0,5,2
2022-02-10,355.574005126953,312.325988769531,0,9,2
2022-02-11,354.428009033203,311.542999267578,0,0,2
2022-02-14,358.169006347656,316.821014404297,0,9,5
2022-02-15,357.414001464844,315.959991455078,0,0,5
2022-02-16,356.684997558594,314.105010986328,1,34,5
2022-02-17,357.399993896484,314.727996826172,0,8,5
2022-02-18,357.747985839844,315.980010986328,0,0,5
2022-02-21,357.515014648438,315.549987792969,0,6,1
2022-02-22,358.445007324219,317.298004150391,0,0,1
2022-02-23,360.390014648438,318.760009765625,0,3,1
2022-02-24,371.462005615234,333.707000732422,0,8,1
2022-02-25,369.432006835938,330.510986328125,0,12,1
2022-02-28,372.299987792969,333.277008056641,0,0,11
2022-03-01,379.460998535156,340.230010986328,0,0,11
2022-03-02,382.81298828125,345.239990234375,0,0,11
2022-03-03,380.875,344.860992431641,1,100,11
2022-03-04,386.712005615234,354.024993896484,0,17,11
2022-03-07,399.384002685547,367.783996582031,0,8,13
2022-03-08,395.074005126953,363.704986572266,0,8,13
2022-03-09,389.040008544922,357.359985351562,0,0,13
2022-03-10,382.134002685547,347.088989257812,1,86,13
2022-03-11,382.68701171875,348.704010009766,0,34,13
2022-03-14,381.377990722656,350.190002441406,0,0,1
2022-03-15,374.006988525391,341.549987792969,0,0,1
2022-03-16,373.582000732422,340.579986572266,0,18,1
2022-03-17,372.727996826172,337.846984863281,0,6,1
2022-03-18,376.385009765625,341.981994628906,0,0,1
2022-03-21,375.082000732422,339.903991699219,0,0,1
2022-03-22,373.747985839844,340.735992431641,0,10,1
2022-03-23,373.135009765625,340.076995849609,0,5,1
2022-03-24,375.259002685547,341.665008544922,0,8,1
2022-03-25,375.248992919922,340.996002197266,0,0,1
2022-03-27,375.335998535156,342.244995117188,0,0,1
2022-03-28,374.940002441406,341.440002441406,0,0,1
2022-03-29,368.880004882812,331.872985839844,0,0,1
2022-03-30,370.709991455078,334.108001708984,0,0,1
2022-03-31,368.648010253906,333.820007324219,0,6,1
2022-04-03,369.765014648438,336.419006347656,0,0,1
2022-04-04,376.843994140625,344.244995117188,0,7,1
2022-04-05,379.613006591797,347.989013671875,0,12,1
2022-04-06,382.037994384766,351.127990722656,0,0,1
2022-04-07,378.619995117188,348.768005371094,0,0,1
2022-04-10,380.196014404297,348.714996337891,0,0,1
2022-04-11,379.799011230469,349.769989013672,0,6,1
2022-04-12,378.703002929688,349.674011230469,0,0,1
2022-04-13,376.765014648438,349.891998291016,0,12,1
2022-04-14,376.760009765625,348.649993896484,0,0,1
2022-04-17,376.1669921875,348.609985351562,0,5,3
2022-04-18,374.243011474609,347.170013427734,0,0,3
2022-04-19,372.398986816406,344.920013427734,0,0,3
2022-04-20,372.221008300781,342.480010986328,0,0,3
2022-04-21,371.7919921875,344.994995117188,1,25,3
2022-04-24,374.665008544922,350.059997558594,0,0,5
2022-04-25,376.821014404297,353.863006591797,0,7,5
2022-04-26,380.386993408203,360,0,5,5
2022-04-27,378.579986572266,360.351013183594,0,21,5
2022-04-28,379.221008300781,360.339996337891,1,21,5
2022-05-01,382.669006347656,363.963012695312,0,0,1
2022-05-02,382.490997314453,364.4580078125,0,8,1
2022-05-03,381.567993164062,362.996002197266,0,4,1
2022-05-04,381.350006103516,362.957000732422,0,0,1
2022-05-05,383.790985107422,363.346008300781,0,10,1
2022-05-08,384.462005615234,365.967010498047,0,16,1
2022-05-09,380.764007568359,361.084991455078,0,0,1
2022-05-10,380.621002197266,361.126007080078,0,0,1
2022-05-11,384.0419921875,369.56201171875,0,6,1
2022-05-12,386.230987548828,372.015991210938,0,6,1
2022-05-15,390.867004394531,375.843994140625,0,0,1
2022-05-16,390.18701171875,373.350006103516,0,0,1
2022-05-17,385.928009033203,366.843994140625,0,7,1
2022-05-18,387.111999511719,368.805999755859,0,0,1
2022-05-19,385.164001464844,364.644989013672,0,0,1
2022-05-22,383.785003662109,363.119995117188,0,0,12
2022-05-23,384.527008056641,359.130004882812,0,0,12
2022-05-24,388.971008300781,365.140014648438,0,0,12
2022-05-25,395.885009765625,370.441986083984,0,42,12
2022-05-26,394.136993408203,368.209991455078,1,100,12
2022-05-29,394.579986572266,367.390014648438,0,5,1
2022-05-30,396.850006103516,371.283996582031,0,12,1
2022-05-31,398.548004150391,372.963012695312,0,0,1
2022-06-01,396.861999511719,372.519989013672,0,0,1
2022-06-02,395.774993896484,368.700012207031,0,13,1
2022-06-05,392.147003173828,365.980010986328,0,15,1
2022-06-06,390.188995361328,365.779998779297,0,0,1
2022-06-07,395.304992675781,368.123992919922,0,6,1
2022-06-08,396.571990966797,371.825012207031,0,6,1
2022-06-09,399.324005126953,379.494995117188,0,7,1
2022-06-12,402.808990478516,386.390991210938,0,0,2
2022-06-13,400.722991943359,384.850006103516,0,0,2
2022-06-14,401.082000732422,384.75,0,0,2
2022-06-15,400.528015136719,383.828002929688,0,0,2
2022-06-16,401.216003417969,383.015991210938,0,12,2
2022-06-19,400.739013671875,381.279998779297,0,0,1
2022-06-20,397.169006347656,377.605010986328,0,0,1
2022-06-21,397.178009033203,377.505004882812,0,12,1
2022-06-22,400.373992919922,381.127990722656,0,5,1
2022-06-23,402.001007080078,381.81298828125,0,10,1
2022-06-26,404.511993408203,382.225006103516,0,0,1
2022-06-27,402.440002441406,380.695007324219,0,11,1
2022-06-28,397.625,379.152008056641,0,0,1
2022-06-29,397.549011230469,382.546997070312,0,0,1
2022-06-30,401.945007324219,387.234985351562,0,0,1
2022-07-03,403.299987792969,387.001007080078,0,0,3
2022-07-04,409.528991699219,399.315002441406,0,0,3
2022-07-05,416.579010009766,409.619995117188,0,1,3
2022-07-06,415.251007080078,407.779998779297,0,0,3
2022-07-07,407.739013671875,404.201995849609,1,7,3
2022-07-10,411.759002685547,408.600006103516,0,2,17
2022-07-11,414.554992675781,414.325012207031,0,0,17
2022-07-12,410.777008056641,410.238006591797,0,3,17
2022-07-13,412.285003662109,411.865997314453,1,37,17
2022-07-14,406.881988525391,406.381988525391,0,14,17
2022-07-17,403.404998779297,398.242004394531,0,2,6
2022-07-18,401.519989013672,396.579986572266,0,4,6
2022-07-19,400.259002685547,393,0,3,6
2022-07-20,402.842010498047,395.928985595703,0,1,6
2022-07-21,398.977996826172,393.451995849609,0,7,6
2022-07-24,399.1669921875,390.805999755859,0,0,31
2022-07-25,402.088989257812,396.475006103516,0,0,31
2022-07-26,406.571014404297,401.350006103516,0,0,31
2022-07-27,408.373992919922,403.630004882812,0,0,31
2022-07-28,405.903991699219,399.890014648438,0,2,31
2022-07-31,404.388000488281,395.760009765625,0,4,2
2022-08-01,401.063995361328,391.364013671875,0,5,2
2022-08-02,398.842010498047,393.029998779297,0,0,2
2022-08-03,396.661987304688,389.674987792969,0,0,2
2022-08-04,394.875,388.714996337891,0,0,2
2022-08-07,394.640014648438,387.690002441406,0,2,1
2022-08-08,398.019989013672,389.385009765625,0,0,1
2022-08-09,401.242004394531,392.471008300781,0,0,1
2022-08-10,395.350006103516,384.559997558594,0,0,1
2022-08-11,394.787994384766,384.932006835938,0,3,1
2022-08-14,399.690002441406,392.131988525391,0,0,2
2022-08-15,406.178009033203,401.119995117188,0,0,2
2022-08-16,408.079986572266,401.903991699219,0,0,2
2022-08-17,407.821014404297,402.869995117188,0,3,2
2022-08-18,408.386993408203,405.640991210938,0,2,2
2022-08-21,409.970001220703,411.127990722656,0,0,10
2022-08-22,414.058013916016,416.390014648438,0,0,10
2022-08-23,414.630004882812,416.863006591797,1,25,10
2022-08-24,411.821014404297,413.381011962891,0,3,10
2022-08-25,413.152008056641,414.242004394531,0,0,10
2022-08-28,412.705993652344,415.609985351562,0,0,3
2022-08-29,408.598999023438,409.06201171875,0,0,3
2022-08-30,405.394012451172,406.295989990234,0,0,3
2022-08-31,401.981994628906,404.414001464844,0,0,3
2022-09-01,403.122985839844,404.462005615234,0,0,3
2022-09-04,404.977996826172,408.648010253906,0,2,12
2022-09-05,403.89599609375,408.459991455078,0,0,12
2022-09-06,404.459991455078,409.013000488281,0,0,12
2022-09-07,399.549987792969,400.015014648438,0,0,12
2022-09-08,397.346984863281,396.579986572266,1,29,12
2022-09-11,397.786987304688,393.619995117188,0,0,20
2022-09-12,398.760009765625,398.782012939453,0,2,20
2022-09-13,406.067993164062,406.989990234375,0,0,20
2022-09-14,408.734008789062,409.109985351562,0,11,20
2022-09-15,409.131011962891,409.941009521484,0,6,20
2022-09-18,405.180999755859,406.079010009766,0,12,6
2022-09-19,400.195007324219,401.080993652344,0,3,6
2022-09-20,407.240997314453,412.529998779297,0,3,6
2022-09-21,408.069000244141,415.744995117188,0,1,6
2022-09-22,406.998992919922,418.579986572266,0,2,6
2022-09-25,409.738006591797,425.345001220703,0,0,15
2022-09-26,408.783996582031,425.010009765625,0,2,15
2022-09-27,415.316986083984,433.019989013672,0,1,15
2022-09-28,423.695007324219,437.149993896484,0,4,15
2022-09-29,423.235992431641,434.075012207031,1,40,15
2022-10-02,425.774993896484,436.065002441406,0,6,1
2022-10-03,419.68701171875,426.760009765625,0,6,1
2022-10-04,425.841003417969,429.790008544922,0,0,1
2022-10-05,423.890014648438,432.779998779297,0,0,1
2022-10-06,424.877990722656,436.600006103516,0,9,1
2022-10-09,428.433013916016,441.917999267578,0,0,20
2022-10-10,429.845001220703,442.959014892578,0,0,20
2022-10-11,432.753997802734,447.325012207031,0,11,20
2022-10-12,433.81201171875,449.640991210938,0,4,20
2022-10-13,429.039001464844,439.06201171875,1,100,20
2022-10-16,419.027008056641,430.907012939453,0,0,11
2022-10-17,413.803985595703,421.234985351562,0,3,11
2022-10-18,414.760009765625,424.295013427734,0,2,11
2022-10-19,413.627014160156,424.100006103516,0,2,11
2022-10-20,415.403991699219,427.606994628906,0,15,11
2022-10-23,414.424011230469,421.709991455078,0,8,2
2022-10-24,414.752014160156,420.679992675781,0,2,2
2022-10-25,414.14599609375,416.290008544922,0,2,2
2022-10-26,412.165008544922,412.044006347656,0,6,2
2022-10-27,412.963012695312,415.790008544922,0,0,2
2022-10-31,412.868988037109,415.359985351562,0,14,10
2022-11-01,409.283996582031,413.920013427734,0,22,10
2022-11-02,408.653015136719,413.760009765625,0,24,10
2022-11-03,410.546997070312,420.803985595703,0,7,10
2022-11-04,407.282989501953,416.819000244141,0,9,10
2022-11-07,403.019989013672,406.320007324219,0,6,9
2022-11-08,403.144012451172,402.894989013672,0,0,9
2022-11-09,405.506988525391,403.769989013672,1,46,9
2022-11-10,403.114013671875,404.578002929688,0,5,9
2022-11-11,405.305999755859,395.269989013672,0,0,9
2022-11-14,410.77099609375,397.809997558594,0,11,9
2022-11-15,409.290008544922,396.829986572266,0,10,9
2022-11-16,412.358001708984,398.640014648438,0,29,9
2022-11-17,415.734985351562,402.822998046875,0,11,9
2022-11-18,412.286010742188,397.954986572266,0,2,9
2022-11-21,410.846008300781,401.420013427734,0,0,1
2022-11-22,409.277008056641,399.079986572266,0,0,1
2022-11-23,411.054992675781,398.204986572266,0,2,1
2022-11-24,415.531005859375,399.510009765625,0,2,1
2022-11-25,414.036010742188,398.260009765625,0,5,1
2022-11-28,409.138000488281,395.720001220703,0,0,6
2022-11-29,409.584014892578,396.149993896484,0,0,6
2022-11-30,410.029998779297,398.376007080078,0,33,6
2022-12-01,413.425994873047,395.980010986328,0,13,6
2022-12-02,412.522003173828,395.200012207031,0,3,6
2022-12-05,413.621002197266,394.191986083984,0,0,15
2022-12-06,415.647003173828,395.804992675781,1,69,15
2022-12-07,413.675994873047,394.765991210938,0,25,15
2022-12-08,419.472991943359,398.730987548828,0,3,15
2022-12-09,419.337005615234,397.808013916016,0,0,15
2022-12-12,420.25,399.31298828125,0,0,4
2022-12-13,414.300994873047,393.339996337891,0,21,4
2022-12-14,410.834991455078,386.769989013672,0,5,4
2022-12-15,408.394012451172,384.111999511719,0,4,4
2022-12-16,407.264007568359,383.515014648438,0,4,4
2022-12-19,405.898986816406,383.269989013672,0,0,7
2022-12-20,405.299987792969,382.165008544922,0,14,7
2022-12-21,403.045013427734,379.889007568359,1,29,7
2022-12-22,403.092987060547,379.875,0,7,7
2022-12-23,401.255004882812,378.360992431641,0,5,7
2022-12-26,399.5419921875,377.510009765625,0,0,1
2022-12-27,404.088989257812,379.282012939453,0,0,1
2022-12-28,403.847991943359,379.369995117188,0,0,1
2022-12-29,402.858001708984,378.835998535156,0,3,1
2022-12-30,402.016998291016,377.309997558594,0,0,1
2023-01-02,402.527008056641,377.743988037109,0,26,1
2023-01-03,404.084991455078,383.399993896484,0,0,1
2023-01-04,400,379.269989013672,0,0,1
2023-01-05,397.493988037109,377,0,0,1
2023-01-06,397.283996582031,378.524993896484,0,0,1
2023-01-09,398.515014648438,373.089996337891,0,0,5
2023-01-10,399.694000244141,372.890014648438,0,0,5
2023-01-11,400.321014404297,372.670013427734,0,23,5
2023-01-12,399.835998535156,371.93701171875,1,100,5
2023-01-13,398.553985595703,367.626007080078,0,0,5
2023-01-16,400.091003417969,370.355010986328,0,0,2
2023-01-17,401.02099609375,370.390014648438,0,0,2
2023-01-18,396.891998291016,368.329986572266,0,0,2
2023-01-19,396.804992675781,367.040008544922,0,18,2
2023-01-20,396.690002441406,366.233001708984,0,30,2
2023-01-23,397.436004638672,366.053985595703,0,0,3
2023-01-24,397.679992675781,366.265991210938,0,0,3
2023-01-25,390.691009521484,359.140991210938,0,17,3
2023-01-26,389.273986816406,357.640014648438,0,9,3
2023-01-27,390.2919921875,360.045013427734,0,0,3
2023-01-30,392.459014892578,360.658996582031,0,0,1
2023-01-31,391.826995849609,361.5419921875,0,0,1
2023-02-01,391.184997558594,360.290008544922,0,0,1
2023-02-02,389.744995117188,354.654998779297,0,14,1
2023-02-03,388.765991210938,359.644989013672,0,0,1
2023-02-06,395.653015136719,368.924987792969,0,0,3
2023-02-07,395.938995361328,369.894989013672,0,0,3
2023-02-08,392.123992919922,365.549987792969,0,0,3
2023-02-09,386.643005371094,360.75,1,65,3
2023-02-10,391.596984863281,366.039001464844,0,0,3
2023-02-13,388.660003662109,364.446990966797,0,0,1
2023-02-14,384.113006591797,357.850006103516,0,0,1
2023-02-15,381.342987060547,357.450988769531,0,0,1
2023-02-16,384.351989746094,360.364990234375,0,0,1
2023-02-17,387.274993896484,364.643005371094,0,0,1
2023-02-20,384.022003173828,359.790008544922,0,0,4
2023-02-21,385.356994628906,361.953002929688,0,0,4
2023-02-22,384.692993164062,361.429992675781,0,13,4
2023-02-23,382.011993408203,360.72900390625,0,0,4
2023-02-24,382.489013671875,363.006011962891,0,19,4
2023-02-27,381.170013427734,361.410003662109,0,7,1
2023-02-28,379.957000732422,358.597991943359,0,0,1
2023-03-01,378.606994628906,358.299987792969,0,0,1
2023-03-02,376.739013671875,355.290985107422,0,0,1
2023-03-03,379.325012207031,357.959991455078,0,0,1
2023-03-06,379.579986572266,356.850006103516,0,0,4
2023-03-07,379.489013671875,358.502014160156,0,0,4
2023-03-08,381.739990234375,362.260009765625,0,0,4
2023-03-09,380.524993896484,360.569000244141,1,65,4
2023-03-10,385.432006835938,364.450988769531,0,8,4
2023-03-13,393.100006103516,367.837005615234,0,8,1
2023-03-14,396.221984863281,370.549987792969,0,10,1
2023-03-15,400.276000976562,379.971008300781,0,0,1
2023-03-16,401.247985839844,378.763000488281,0,7,1
2023-03-17,398.903991699219,375.015014648438,0,0,1
2023-03-20,402.352996826172,378.272003173828,0,0,2
2023-03-21,394.858001708984,368.890014648438,0,0,2
2023-03-22,392.122009277344,363.75,0,0,2
2023-03-23,387.743988037109,356.059997558594,1,30,2
2023-03-24,389.386993408203,363.235992431641,0,0,2
2023-03-26,387.184997558594,359.128997802734,0,0,0
2023-03-27,385.930999755859,357.119995117188,0,0,0
2023-03-28,382.347991943359,353.160003662109,0,14,0
2023-03-29,381.691009521484,351.739990234375,0,26,0
2023-03-30,382.381988525391,351.415008544922,0,0,0
2023-04-02,381.441009521484,353.390014648438,0,0,3
2023-04-03,378.381011962891,347.518005371094,0,0,3
2023-04-04,378.065002441406,345.924987792969,0,0,3
2023-04-05,377.540008544922,346.359985351562,0,36,3
2023-04-06,376.173004150391,344.813995361328,1,100,3
2023-04-09,376.128997802734,346.992004394531,0,0,1
2023-04-10,376.550994873047,345.678985595703,0,0,1
2023-04-11,377.703002929688,345.670013427734,0,0,1
2023-04-12,375.571014404297,341.509002685547,0,13,1
2023-04-13,374.695007324219,340.734008789062,0,18,1
2023-04-16,373.760986328125,341.790008544922,0,14,3
2023-04-17,372.367004394531,340.989990234375,0,0,3
2023-04-18,378.964996337891,346.397003173828,0,0,3
2023-04-19,380.157012939453,346.589996337891,0,0,3
2023-04-20,378.319000244141,345.381988525391,0,65,3
2023-04-23,377.309997558594,343.945007324219,0,0,1
2023-04-24,377.631011962891,343.837005615234,0,50,1
2023-04-25,378.02099609375,344.660003662109,0,0,1
2023-04-26,374.471984863281,339.569000244141,0,0,1
2023-04-27,374.303009033203,340.640014648438,0,10,1
2023-04-30,373.204010009766,339.493988037109,0,0,1
2023-05-01,374.838989257812,341.307006835938,0,0,1
2023-05-02,376.417999267578,341.052001953125,0,0,1
2023-05-03,375.658996582031,339.635986328125,0,18,1
2023-05-04,373.570007324219,339.545013427734,0,0,1
2023-05-07,372.828002929688,338.369995117188,0,38,3
2023-05-08,372.480010986328,339.609985351562,0,0,3
2023-05-09,371.580993652344,339.127014160156,0,0,3
2023-05-10,371.838012695312,340.869995117188,0,0,3
2023-05-11,371.667999267578,341.028015136719,1,73,0
